name,phone,address,gender,student_id,email,year,department
Cynthia Gutierrez,9954913729,"45953 Morgan Hill, East Amber, NE 49931",female,cg600,cg600@upc.edu,3,RELG
Dawn Callahan,9679246428,"6934 Torres Mission Apt. 934, Port Benjamin, ND 49475",female,dc395,dc395@upc.edu,4,RMLL
Justin Watkins,9373760379,"65340 Dustin Club, Larafurt, NE 50775",male,jw305,jw305@upc.edu,3,ENST
Anita Buchanan,9433037611,"840 Garcia Lights Suite 323, Wheelermouth, NM 09908",female,ab319,ab319@upc.edu,2,RMLL
William White,9358935543,"93311 Leblanc Roads Suite 721, North Sarahberg, NV 55063",male,ww833,ww833@upc.edu,1,MATH
Noah Gordon,9181650389,"Unit 0958 Box 2142, DPO AA 07729",male,ng407,ng407@upc.edu,3,RELG
Sharon Davis,9829810866,"34379 Ryan Spur Apt. 769, Lake John, VT 52133",female,sd409,sd409@upc.edu,1,RELG
Victor Wilson,9532160490,"1058 Molina Knoll, New Phyllis, WA 14961",male,vw583,vw583@upc.edu,4,CHEM
John Gilbert,9166821942,"3555 Jennifer Freeway, Port Robert, UT 80173",male,jg731,jg731@upc.edu,3,RELG
Joshua Williams,9986502047,"2321 Kevin Tunnel, Sarahchester, VA 98892",male,jw997,jw997@upc.edu,3,HIST
Martin Peterson,9755983870,"9051 Ashley Glen Apt. 105, Lake Ericton, MA 68837",male,mp621,mp621@upc.edu,3,HIST
Debra Gonzales,9266575493,"USNV Hayes, FPO AA 94989",female,dg907,dg907@upc.edu,1,RMLL
Nicole Garcia,9159508008,"9727 Amy Field, Clintonmouth, OK 70189",female,ng143,ng143@upc.edu,4,BIOL
Jason Marshall,9685956051,"6224 Reeves Station, South Kathy, MP 97730",male,jm813,jm813@upc.edu,2,ECON
Lauren Clark,9283969839,"32820 Heather Trafficway, Hornstad, VI 06629",female,lc510,lc510@upc.edu,3,MATH
Eddie Reynolds,9416807561,"34383 Holland Wall, Andersonchester, GA 74259",male,er763,er763@upc.edu,2,THEA
Meghan Mosley,9350611624,"9685 Williams Common Apt. 151, West Dana, AZ 89331",female,mm140,mm140@upc.edu,4,EALL
Danielle Swanson,9395660754,"436 Michael Heights, Bradleyburgh, AL 26700",female,ds401,ds401@upc.edu,1,ENGL
Joshua Webster,9167917016,"122 Anderson Tunnel Suite 657, Joshualand, TN 73746",male,jw490,jw490@upc.edu,4,SOAN
Theodore Hawkins,9188837605,"621 John Estates Apt. 318, Michaelport, SC 31879",male,th357,th357@upc.edu,2,GEOG
Sally Davis,9570326809,"511 Craig Wells, Dianaville, PA 07464",female,sd924,sd924@upc.edu,3,EEGS
Brandy Glover,9710095975,"26841 Arnold Avenue, Kristenchester, RI 33845",female,bg866,bg866@upc.edu,4,RMLL
Tiffany David,9200617414,"087 David Road, Port Bradley, AL 69591",female,td166,td166@upc.edu,3,RMLL
Pamela Pena,9747321907,"9273 Jessica Cliffs Suite 933, West Patricia, NJ 86583",female,pp630,pp630@upc.edu,1,RELG
Kevin Miller,9080660769,"90331 Williams Branch, Danielville, MD 26335",male,km203,km203@upc.edu,3,RMLL
Christopher Lewis,9140293217,"04534 William Locks, West Savannah, NY 89221",male,cl563,cl563@upc.edu,4,HIST
Marvin Scott,9035845712,"00156 Sharon Lock Apt. 211, South Nathan, NJ 89243",male,ms792,ms792@upc.edu,3,ENGL
James Carr,9464406734,"95026 Kevin Place, North Reneetown, MS 96691",male,jc524,jc524@upc.edu,2,ECON
Troy Pierce,9427337499,"527 Shannon Station, Carlosside, VT 25469",male,tp215,tp215@upc.edu,4,CLAS
Austin Wallace,9112369579,"15768 Mckenzie Street, New Courtney, OR 37062",male,aw594,aw594@upc.edu,4,COSC
Franklin Garcia,9064378038,"35298 Kimberly Junction Apt. 279, Graymouth, WY 73249",male,fg300,fg300@upc.edu,3,PBSC
Karen Mitchell,9872165908,"67929 Nolan Rapid, Snyderview, MI 30636",female,km270,km270@upc.edu,2,CHEM
Michael Haas,9930376275,"5107 Jocelyn Throughway Apt. 578, Lawrenceburgh, FL 47394",male,mh433,mh433@upc.edu,3,ARTS
Jacob Perry,9376146843,"672 Danny Walks Apt. 737, South Diana, VT 30695",male,jp292,jp292@upc.edu,1,EDUC
Robin Krause,9211637668,"009 Moody Lodge, South Stephanie, NE 90216",male,rk282,rk282@upc.edu,4,RMLL
Richard Copeland,9349461586,"531 Thompson Wells, Colinview, NV 79348",male,rc529,rc529@upc.edu,2,ARTS
Anthony Smith,9626229999,"319 Avila Loaf Suite 413, Brownhaven, MI 71947",male,as367,as367@upc.edu,2,PBSC
Shane Soto,9973997365,"6442 Weaver Plain Apt. 050, Lake Kristina, AK 92923",male,ss496,ss496@upc.edu,4,COSC
Karen Harmon,9316257185,"16574 Thomas Vista, Alvareztown, MI 54175",female,kh687,kh687@upc.edu,1,SOAN
Mark Beck,9476185275,"002 Harrison Canyon Apt. 917, Paulhaven, MA 88582",male,mb945,mb945@upc.edu,1,ECON
Aaron White,9778393158,"028 Miller Mews, North Kristina, RI 23357",male,aw664,aw664@upc.edu,3,GERM
Angela Ali,9417068496,"03996 Jones Circle Apt. 436, Walkerview, MI 42917",female,aa453,aa453@upc.edu,2,SOAN
James Mendez,9288649810,"8970 Kaylee Points, Lake Jasmineside, OH 78543",male,jm111,jm111@upc.edu,1,ECON
April Taylor,9213336870,"5219 Knight Course Suite 637, Georgechester, WA 55871",female,at113,at113@upc.edu,2,ARTS
Nichole Boyd,9806057882,"02829 Ross Lane Suite 497, Scottberg, MD 11106",female,nb175,nb175@upc.edu,3,ENGL
Ashley Hensley,9280416876,"22130 Hill Circle, New Steven, ND 63011",female,ah663,ah663@upc.edu,1,GERM
Michaela Powers,9308274504,"9999 Mullen Road Apt. 345, Murrayside, AK 60242",female,mp920,mp920@upc.edu,3,RELG
John Fischer,9021740416,"46913 Andrew Point, Amybury, FM 54990",male,jf248,jf248@upc.edu,4,PHIL
Hannah Hamilton,9219836238,"9302 Alexander Manors, Kevinfort, MI 52516",female,hh752,hh752@upc.edu,4,SOAN
David Spencer,9192890553,"5230 Melendez Plains Apt. 145, Port Melissa, MD 13569",male,ds352,ds352@upc.edu,4,SOAN
Raymond Thomas,9886355236,"66114 Mccoy Lock Apt. 547, Port Jessica, NE 88410",male,rt798,rt798@upc.edu,2,POSC
Eric Acosta,9015295199,"3689 Bishop Dam, Andersontown, CT 53897",male,ea273,ea273@upc.edu,4,ARTS
Kayla Gray,9125675338,"7337 Taylor Summit Apt. 444, Marybury, HI 40102",female,kg806,kg806@upc.edu,2,MUSI
Stephen Wright,9465940979,"01371 Brown Mission Suite 920, Kruegerport, GU 45571",male,sw983,sw983@upc.edu,3,POSC
Rebekah Ruiz,9065450916,"9187 Kenneth Crescent Apt. 944, Sherriton, VI 37151",female,rr965,rr965@upc.edu,2,BIOL
Daniel Brown,9730284298,"7708 Lee Junction Apt. 372, Lake Lindseyshire, MP 31088",male,db136,db136@upc.edu,2,SOAN
Jeffrey Johnson,9261246830,"59359 Misty Stream Apt. 483, Evelynside, AL 41681",male,jj857,jj857@upc.edu,3,BIOL
Terri Torres,9174809441,"001 Jacob Greens, Lake Tiffanychester, UT 91790",female,tt817,tt817@upc.edu,2,ECON
Lisa Tanner,9962495516,"98496 Haynes Overpass Suite 673, Bryanside, TX 14662",female,lt711,lt711@upc.edu,1,POSC
Scott Rodriguez,9810607822,"0451 Matthew Street, Port Blaketon, NC 29727",male,sr307,sr307@upc.edu,1,SOAN
Stacy Spencer,9368456584,"67128 Barnes Trace, East Zachary, DC 78556",female,ss280,ss280@upc.edu,3,GERM
Kerri Gill,9665249646,"266 Heather Bridge, Georgeside, GU 76320",female,kg352,kg352@upc.edu,3,ENGL
Erica Preston,9599249435,"475 Espinoza Mountain, West Raymondmouth, WY 11170",female,ep755,ep755@upc.edu,2,PHIL
Christopher Simpson,9388190919,"002 Hayes Spurs, New Kathrynfort, AK 95515",male,cs157,cs157@upc.edu,3,SOAN
Laurie Wilson,9283163698,"919 Nelson Trafficway Apt. 213, Colleenshire, WI 02740",female,lw130,lw130@upc.edu,3,COSC
Maurice Brady,9440699340,"28904 Clark Mission Apt. 328, Juliemouth, NY 32796",male,mb600,mb600@upc.edu,1,HIST
Robert Gutierrez,9942604580,"6224 Molina River, Port Karen, LA 61742",male,rg880,rg880@upc.edu,1,EDUC
Pamela Clark,9067146539,"48251 Davidson Well, Lowetown, MH 73332",female,pc666,pc666@upc.edu,3,HIST
Erica Brown,9556421302,"235 William Place Apt. 897, Jennifershire, NC 28226",female,eb784,eb784@upc.edu,2,RMLL
Lisa Mitchell,9932232148,"USS Mills, FPO AA 28777",female,lm800,lm800@upc.edu,3,RELG
Julie Summers,9203914468,"20078 Kathy Junction Suite 528, West Ryanfort, VI 04537",female,js636,js636@upc.edu,3,SOAN
Steven Yang,9564067515,"8365 Stone Plaza, Kyleburgh, AS 46589",male,sy923,sy923@upc.edu,1,ARTS
Nicholas Watkins,9065857334,"7384 May Ranch, Melanieland, VI 16812",male,nw475,nw475@upc.edu,3,CLAS
Janet Grant,9741183330,"9779 Andrew Dale Suite 810, North Andrewberg, ND 73470",female,jg997,jg997@upc.edu,4,RELG
Amy Jennings,9349462285,"6392 Rice Prairie Suite 821, South Andrea, ND 91405",female,aj499,aj499@upc.edu,1,ENGL
Brian Bradley,9616436696,"9981 Joshua Ports, Foxtown, VI 96637",male,bb826,bb826@upc.edu,3,GERM
Melissa Conner,9641195648,"USNS Hunter, FPO AA 06692",female,mc437,mc437@upc.edu,1,PHIL
Adrienne Walsh,9365553762,"Unit 0079 Box 2413, DPO AE 88541",female,aw690,aw690@upc.edu,4,MATH
Kelsey Morris,9645648076,"2697 Blankenship Expressway Suite 885, Kelleyville, HI 86365",female,km419,km419@upc.edu,1,RELG
Amber Stephens,9307675990,"862 Rebecca Knoll, West Sandra, OH 24161",female,as129,as129@upc.edu,4,BIOL
Nicole Velez,9438300801,"5440 Andrew Inlet Suite 571, West Annabury, TX 96158",female,nv697,nv697@upc.edu,4,EDUC
David Morris,9208717908,"6830 Michael Locks Apt. 566, East Christopherfurt, OH 31882",male,dm147,dm147@upc.edu,2,POSC
Nicole Stout,9135965810,"7400 Taylor Greens, Port Emily, WI 48123",female,ns409,ns409@upc.edu,4,ARTS
Michele Johnson,9993994227,"86757 Johnson Prairie, Christopherhaven, SD 49366",female,mj692,mj692@upc.edu,3,PBSC
Kyle Rodriguez,9765290105,"4493 Cooper Villages Suite 225, Travischester, AS 93621",female,kr645,kr645@upc.edu,4,ENGL
Terry Burch,9487494703,"1212 Stacy Roads Apt. 894, Andrewstad, MP 60260",male,tb979,tb979@upc.edu,1,MATH
Jason Edwards,9964488887,"337 Lee Way, New Deborahland, VT 20662",male,je849,je849@upc.edu,3,SOAN
Christina Bell,9809155453,"703 Kenneth Ports Apt. 485, Kathystad, AR 96395",female,cb769,cb769@upc.edu,2,GEOG
Casey Lamb,9721502157,"2767 Dana Radial, Charlesland, SC 70687",female,cl532,cl532@upc.edu,3,ARTS
Amy Smith,9696458930,"4805 John Inlet, Jamesland, MP 30416",female,as915,as915@upc.edu,2,EDUC
James Chung,9006382606,"823 Hall Springs Apt. 120, Roseside, MA 71037",male,jc446,jc446@upc.edu,3,ARTS
Albert Johnson,9552568844,"4687 Alex Neck Apt. 753, Harmonmouth, HI 59953",male,aj285,aj285@upc.edu,2,EDUC
Justin Kim,9766877243,"549 Lisa Trace Apt. 326, North Louiston, ME 45455",male,jk372,jk372@upc.edu,2,PBSC
Chad Gonzalez,9747941422,"333 William Freeway Suite 726, South Cassandramouth, ND 00894",male,cg942,cg942@upc.edu,1,CHEM
Alex Wong,9458180402,"11987 Jones Extensions Apt. 842, New Christy, NY 94275",male,aw560,aw560@upc.edu,4,EDUC
Scott Young,9270321019,"1763 Richard Mission Suite 077, Nelsonside, MS 40275",male,sy259,sy259@upc.edu,1,POSC
Steven Woodward,9404975845,"072 Michael Knoll, Carlmouth, WY 92904",male,sw505,sw505@upc.edu,4,RMLL
William Marsh,9369144687,"9155 Ian Shoals, Wigginshaven, AS 28865",male,wm786,wm786@upc.edu,4,ENGL
Denise Gray,9834863726,"PSC 6428, Box 9224, APO AA 76923",female,dg149,dg149@upc.edu,1,SOAN
Catherine Garrison,9954925783,"13443 Heather Landing Suite 160, East Christian, KS 57907",female,cg672,cg672@upc.edu,4,COSC
Charles Reed,9721740943,"705 Ryan Flat Suite 818, Moodyshire, OH 25957",male,cr753,cr753@upc.edu,4,COSC
Amber Singh,9860361731,"8329 Heather Brook, North Danielshire, OK 58339",female,as885,as885@upc.edu,3,SOAN
Stephanie Webb,9862711852,"1333 Joshua Trail Suite 954, Georgeshire, WV 08797",female,sw613,sw613@upc.edu,3,HIST
Marissa Lawson,9466395146,"6575 Lawrence Island, East Jared, MN 18816",female,ml270,ml270@upc.edu,4,SOAN
Emily Briggs,9581669707,"USNV Garcia, FPO AP 49631",female,eb318,eb318@upc.edu,1,RMLL
Hannah Perez,9305162408,"00291 Connie Track Apt. 273, South Katherinefort, RI 12715",female,hp995,hp995@upc.edu,1,SOAN
Alicia Larsen,9535303327,"66067 Kane Pass, North Amy, AL 03325",female,al569,al569@upc.edu,1,BIOL
Lisa White,9028452384,"74737 Connie Forges, Williamschester, KS 16627",female,lw522,lw522@upc.edu,3,ENGL
Anna Young,9907040238,"01245 Robertson Springs Suite 085, Carolberg, MA 87272",female,ay100,ay100@upc.edu,3,HIST
Diana Harrington,9015350969,"90606 Smith Mews, Amberport, MH 94485",female,dh858,dh858@upc.edu,3,MUSI
Lisa Oneill,9890139593,"4879 Andrew Lodge, Lake Billy, CA 29594",female,lo779,lo779@upc.edu,3,EALL
Jacob Pena,9802048398,"770 Bates Trail, North Shannonland, NY 79057",male,jp602,jp602@upc.edu,2,EALL
Gabrielle Adams,9337277554,"23607 Foster Avenue Suite 741, Meganmouth, AR 79644",female,ga744,ga744@upc.edu,1,GEOG
Alexandria Parker,9896027705,"USNV Ortiz, FPO AE 68623",female,ap266,ap266@upc.edu,2,PBSC
Matthew Rodriguez,9883908744,"07440 Joel Cove Apt. 083, West Kristenstad, FL 52582",male,mr781,mr781@upc.edu,4,CHEM
Charles Harris,9528730508,"123 Sean Harbor Apt. 216, West Suzanneshire, ND 50496",male,ch628,ch628@upc.edu,2,ENGL
Elizabeth Clarke,9618876953,"510 Holmes Mills, Hoganview, CO 73098",female,ec971,ec971@upc.edu,2,SOAN
Marcus Arnold,9369650421,"5362 Daniel Loaf Suite 038, Robertfort, FL 62250",male,ma237,ma237@upc.edu,1,EEGS
Amber Maxwell,9624215918,"883 Peterson Lodge, Blakeburgh, IL 24141",female,am544,am544@upc.edu,3,BIOL
Jeffrey Love,9062294786,"95729 Green Dam Suite 442, Davistown, WV 25357",male,jl690,jl690@upc.edu,4,SOAN
Sylvia Holder,9281772506,"500 Kyle Spurs Apt. 078, New Diane, ID 50851",female,sh284,sh284@upc.edu,3,MATH
Erin Kaufman,9297699289,"840 Mendoza Ranch, East Michaelview, ND 62447",female,ek140,ek140@upc.edu,1,ECON
Nicholas Bell,9084017660,"162 Dustin Inlet Suite 520, South Brittanyberg, NH 71757",male,nb399,nb399@upc.edu,3,COSC
Christina Jones,9776817520,"41476 Susan Loaf, East Keith, WA 12793",female,cj355,cj355@upc.edu,2,ECON
Nicole Jones,9364241978,"9704 Alicia Station, Bairdtown, AS 93217",female,nj173,nj173@upc.edu,3,EALL
Sandra Hernandez,9880260418,"967 Mitchell Drive, Johnport, NJ 91535",female,sh887,sh887@upc.edu,3,ENGL
Joseph Martinez,9063692202,"Unit 0702 Box 4484, DPO AP 03911",male,jm863,jm863@upc.edu,2,MELL
Cynthia Lozano,9307788699,"1300 Angela Drives, Valenzuelaton, ME 51076",female,cl292,cl292@upc.edu,4,COSC
David Mcdonald,9793675480,"PSC 3289, Box 5306, APO AP 74929",male,dm740,dm740@upc.edu,2,ENGL
George Davis,9219198823,"758 Molly Viaduct, Villarrealshire, OH 77163",male,gd102,gd102@upc.edu,4,ENGL
Christopher Kennedy,9878073399,"09780 Avila Lights Apt. 858, Jonathanberg, NY 01714",male,ck368,ck368@upc.edu,2,THEA
Michael Berry,9644136949,"63281 Murphy Flat Apt. 524, Robertsstad, FM 97668",male,mb353,mb353@upc.edu,3,ENST
Alicia Franklin,9676565477,"PSC 9518, Box 2263, APO AE 26934",female,af614,af614@upc.edu,2,SOAN
Francisco Smith,9442541025,"7422 Fox Mission Apt. 333, Robertland, RI 55707",male,fs484,fs484@upc.edu,4,CLAS
Deborah Huffman,9821446226,"826 Richmond Ranch, West Caitlin, CO 44266",female,dh854,dh854@upc.edu,3,EEGS
Jason Black,9506305852,"207 Sarah Corners, East Keith, WV 84528",male,jb124,jb124@upc.edu,2,CLAS
Travis Harrington,9129678105,"8480 Horne Neck Apt. 119, South Jillstad, VT 33197",male,th572,th572@upc.edu,2,POSC
Brent Black,9090732294,"Unit 6213 Box 0102, DPO AP 37384",male,bb559,bb559@upc.edu,4,RELG
Janet Taylor,9900244176,"78496 Elizabeth Lock Apt. 149, Savageshire, FM 89832",female,jt913,jt913@upc.edu,1,MUSI
Tyler Wu,9476509895,"30178 Smith Prairie, Greenport, VI 61178",male,tw449,tw449@upc.edu,1,GERM
Dennis Hahn,9245904292,"761 Joseph Rapids Apt. 456, South Andreahaven, WY 02355",male,dh670,dh670@upc.edu,2,EDUC
Claire Smith,9876050302,"7920 Medina Green, Millerside, TX 74197",female,cs295,cs295@upc.edu,4,POSC
Dennis Bray,9694612629,"09350 Figueroa Garden, North Eric, WV 93298",male,db875,db875@upc.edu,1,PHAS
Latoya Harris,9791231840,"3229 Brandon Prairie Suite 880, Snyderstad, NJ 74477",female,lh479,lh479@upc.edu,2,ARTS
Linda Alexander,9584628017,"94021 Hunter Trail Suite 214, Port Micheal, AL 12568",female,la471,la471@upc.edu,1,CHEM
Katherine Benson,9871716064,"02444 Brandi Creek, Lake Robertburgh, MT 14333",female,kb104,kb104@upc.edu,4,SOAN
Shannon Holmes,9596745314,"344 Daniel Brook Apt. 252, Smithtown, WA 04516",female,sh186,sh186@upc.edu,1,RELG
Jonathan Savage,9698990348,"Unit 9815 Box 4014, DPO AP 05771",male,js483,js483@upc.edu,3,MATH
Tamara Erickson,9743643117,"48878 Nelson Squares, Moorebury, ND 67269",female,te111,te111@upc.edu,4,HIST
Erin Montes,9279120841,"59575 Taylor Drive Apt. 737, Lake Adamchester, MD 30111",female,em495,em495@upc.edu,3,HIST
Hannah Erickson,9019304661,"88959 Amber Branch, South Maria, NC 32926",female,he363,he363@upc.edu,3,WRIT
Katie Wright,9237990944,"44221 Novak Junction, Port Douglas, HI 12361",female,kw263,kw263@upc.edu,1,RELG
Nicholas Pearson,9354272560,"874 Moreno Shoals Apt. 312, Williamsmouth, VA 51773",male,np415,np415@upc.edu,2,ENST
Anthony Phelps,9578657146,"819 Ellen Via Apt. 845, Lisastad, AL 86398",male,ap769,ap769@upc.edu,2,ARTS
Adam Casey,9944405977,"747 Craig Knolls Suite 833, Jessetown, AS 34020",male,ac633,ac633@upc.edu,2,PBSC
Jeffrey Garcia,9060425693,"402 Romero Roads, Lake Timothy, AZ 58036",male,jg473,jg473@upc.edu,4,CHEM
Deborah Schmidt,9359867376,"01233 Scott Club Apt. 470, North Joshuahaven, IA 77279",female,ds972,ds972@upc.edu,3,ARTS
Clayton Ingram,9205920771,"49012 Katherine Parkway, Lake Felicia, VT 99387",male,ci856,ci856@upc.edu,4,ARTS
Virginia Simon,9475215689,"675 Edwards Plains, North Joshua, FL 29254",female,vs448,vs448@upc.edu,3,RMLL
Amber Barnett,9344369186,"6926 Tina Flats Suite 656, Lake Madisonburgh, CA 83230",female,ab313,ab313@upc.edu,2,PBSC
Jerry Cox,9146199754,"3460 Padilla Ways Apt. 289, Kochville, MS 18473",male,jc789,jc789@upc.edu,4,POSC
Carrie Fowler,9416405517,"USCGC Russell, FPO AE 70241",female,cf940,cf940@upc.edu,4,GEOG
Connie Lawrence,9591843002,"962 Robert Cape, Shawnburgh, AL 40502",female,cl126,cl126@upc.edu,3,RMLL
Ann Black,9335165841,"2168 Johnson Overpass Apt. 350, Jeremyberg, WV 09572",female,ab837,ab837@upc.edu,2,BIOL
Carolyn Meadows,9269540089,"353 Joseph Keys Suite 430, Lake Christopher, IA 03678",female,cm646,cm646@upc.edu,4,GERM
Erik Adams,9578719894,"8414 Juarez Pines Suite 254, East Danielle, UT 58693",male,ea925,ea925@upc.edu,3,PBSC
Grant Livingston,9050695817,"2353 Johnson Field, West Matthewborough, OH 46731",male,gl291,gl291@upc.edu,4,ARTS
Sarah Cook,9987594283,"941 Johnson River Apt. 336, Justinside, NM 51382",female,sc318,sc318@upc.edu,1,POSC
Jacob Reyes,9942891358,"1088 Christopher Pines, West Amandaborough, WY 81611",male,jr473,jr473@upc.edu,4,BIOL
Chelsea Moore,9923794096,"652 Conley Fork Suite 997, West Brian, IA 21054",female,cm773,cm773@upc.edu,3,ENGL
Jessica Carrillo,9052731290,"1787 David Square, East Albert, CT 90407",female,jc821,jc821@upc.edu,4,SOAN
Jack Walker,9077536497,"86079 Poole Junctions, Port Erikatown, AS 15098",male,jw601,jw601@upc.edu,2,GEOG
Kevin Kennedy,9505562732,"9032 Howell Rapid, New Andrewshire, NV 58408",male,kk170,kk170@upc.edu,2,RMLL
Laurie Perez,9862791941,"059 Steven Stream Suite 379, West Kayla, SD 61308",female,lp906,lp906@upc.edu,3,PBSC
Dennis Perez,9477582164,"4298 Harris Forge Apt. 716, West Scottland, OR 36696",male,dp554,dp554@upc.edu,1,POSC
Yolanda Butler,9179236890,"94589 Oneill Vista, Byrdchester, MP 98250",female,yb237,yb237@upc.edu,3,EDUC
Cynthia Preston,9028441403,"5955 Cannon Unions, Dicksonfurt, HI 04453",female,cp575,cp575@upc.edu,3,MATH
Joel Jacobson,9466853044,"7786 Margaret Glen, West Zachary, IL 97085",male,jj241,jj241@upc.edu,4,SOAN
Austin Townsend,9199742124,"48104 Wilkins Bypass Suite 829, Davidside, CO 54665",male,at213,at213@upc.edu,1,EDUC
Dale Pittman,9307696119,"8571 Patel Walks Apt. 275, Port Debra, DC 22802",male,dp783,dp783@upc.edu,3,HIST
Derek Harrington,9853160700,"USNS Rodriguez, FPO AE 84570",male,dh753,dh753@upc.edu,2,ENGL
Barbara Johnson,9978192126,"449 Shawn Harbor Apt. 135, Cannonstad, MH 74457",female,bj483,bj483@upc.edu,4,ECON
Megan White,9342107167,"32130 Cynthia Manor, Chaveztown, WV 81782",female,mw421,mw421@upc.edu,2,GEOG
Daniel Mitchell,9180025873,"Unit 0955 Box 7960, DPO AA 29438",male,dm632,dm632@upc.edu,4,PHAS
Patrick Tran,9150912382,"96386 Ball Harbors Suite 397, Jenningsland, WV 93453",male,pt450,pt450@upc.edu,1,MELL
Natalie Figueroa,9361207014,"140 Jeffrey Key Apt. 338, West Jennifer, FL 82587",female,nf623,nf623@upc.edu,1,POSC
Kimberly Lewis,9690312534,"4954 Brown Route, New Tara, KS 13195",female,kl994,kl994@upc.edu,3,PHIL
Cory Jensen,9518198999,"8921 Morrison Neck, New Carlton, HI 01643",male,cj663,cj663@upc.edu,2,EDUC
Carrie Wright,9359652395,"7263 Cox Neck, Briannachester, NM 98826",female,cw598,cw598@upc.edu,3,PHIL
Brett Hamilton,9750402201,"0609 Lee Villages, South Angela, MH 07884",male,bh423,bh423@upc.edu,3,HIST
Andrew Castillo,9334783474,"901 Randy Overpass Apt. 691, Mayermouth, OK 18146",male,ac506,ac506@upc.edu,4,ENGL
Tracy Watkins,9796331586,"4447 Hunt Forest, East Justin, TN 25126",female,tw217,tw217@upc.edu,3,ARTS
Andrew Simpson,9070618634,"0931 Wheeler Center, Hernandezbury, NE 65459",male,as352,as352@upc.edu,1,THEA
Amanda Young,9787735234,"15103 Brown Crossing, Watsonborough, FM 06745",female,ay562,ay562@upc.edu,2,EDUC
Matthew Wood,9141050414,"43463 James Extension, North Angelamouth, IN 78114",male,mw873,mw873@upc.edu,3,ECON
Crystal Maddox,9692914048,"PSC 1640, Box 1396, APO AA 47795",female,cm178,cm178@upc.edu,2,GEOG
Jeffery Brewer,9762363657,"029 Ward Isle Suite 114, Port Lisa, KY 28225",male,jb451,jb451@upc.edu,1,ECON
Jeffrey Kirby,9548745135,"Unit 3508 Box 3525, DPO AP 01516",male,jk576,jk576@upc.edu,1,ECON
Richard Stout,9921888579,"564 Angela Tunnel, Brianville, CA 54533",male,rs673,rs673@upc.edu,1,EDUC
Rick Gregory,9088410641,"PSC 3721, Box 2249, APO AA 81213",male,rg364,rg364@upc.edu,1,MELL
Linda Vazquez,9849169793,"78217 Odonnell Ridges, Lake Nathanielburgh, VT 86235",female,lv105,lv105@upc.edu,4,ENGL
Brooke Lamb,9773228498,"PSC 9322, Box 8404, APO AA 72068",female,bl929,bl929@upc.edu,2,HIST
Anita Cook,9477691514,"037 Nelson Grove Suite 416, Port Sharon, MT 56386",female,ac126,ac126@upc.edu,3,ENGL
Tony Pham,9339855349,"97366 Crawford Branch Apt. 551, East Christianland, IN 86987",male,tp425,tp425@upc.edu,4,GERM
Tracy Williams,9018836571,"1407 Ferguson Garden, South Megan, DE 38046",female,tw978,tw978@upc.edu,1,ENGL
Tammy Osborn,9321863231,"012 Jensen Radial, Timhaven, OR 99806",female,to666,to666@upc.edu,1,COSC
Kevin Duncan,9984670575,"8479 Blanchard Mount, Port Christinatown, MD 24859",male,kd653,kd653@upc.edu,1,SOAN
Rachel Humphrey,9265669516,"01050 Norris Lodge, Paulberg, FM 34747",female,rh939,rh939@upc.edu,4,MUSI
Jasmine Brewer,9597389274,"67218 Jones Station, Matamouth, AS 75713",female,jb666,jb666@upc.edu,2,CLAS
Christopher Brown,9547873064,"9074 Matthew Rue, Jonathanton, DE 26658",male,cb149,cb149@upc.edu,4,ENGL
Brad Cruz,9562198579,"257 Danielle Locks, Frederickland, AL 92324",male,bc126,bc126@upc.edu,1,ECON
Kristy Flynn,9398361142,"9587 William Lodge, East Joeltown, MH 37471",female,kf617,kf617@upc.edu,3,EDUC
Matthew Robinson,9990895429,"55514 Keller Drive, North Briannahaven, OK 43025",male,mr538,mr538@upc.edu,2,ENGL
Jared Marshall,9647137995,"095 Gray Wall Suite 430, Port Bridget, GA 24421",male,jm120,jm120@upc.edu,3,POSC
Ashley Soto,9323325222,"13399 Dennis Square Apt. 974, Port Connormouth, DE 36261",female,as288,as288@upc.edu,3,PBSC
Ashley Brown,9628451603,"5782 Moore Corners Suite 705, Lake Steven, NJ 52049",female,ab570,ab570@upc.edu,3,BIOL
Lisa Coffey,9892866838,"0367 Tyler Ports Apt. 892, Amandahaven, NM 11889",female,lc848,lc848@upc.edu,3,PHAS
Duane Brown,9986197915,"56144 Lee Point, North Nathan, GU 25779",male,db581,db581@upc.edu,2,SOAN
Debra Martin,9396986125,"564 Hubbard Meadow Apt. 008, West Trevortown, NH 91837",female,dm503,dm503@upc.edu,2,GERM
Kelly Boyd,9736396727,"90686 Amber Oval Apt. 315, West Tracy, SD 95865",female,kb442,kb442@upc.edu,3,ENGL
Kyle Johnson,9064476930,"564 Jonathan Viaduct, East David, PR 49703",female,kj435,kj435@upc.edu,3,PBSC
Robert Newman,9686467560,"014 Lane Bridge, New Meganberg, MN 65285",male,rn381,rn381@upc.edu,1,SOAN
Donald Alvarado,9340742112,"85104 Ramsey Centers, West Ronnieland, PR 72205",male,da967,da967@upc.edu,3,MUSI
John Johnston,9721081383,"6441 Annette Ports, Crystalton, AK 83304",male,jj541,jj541@upc.edu,2,ENGL
Mario Thomas,9130927165,"413 White Springs, Rhondafort, MT 50038",male,mt278,mt278@upc.edu,1,ENGL
